
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-8-3,20,18,14,17,16,13,94,87,68,1013,1012,1011,10,9,5,23,6,,0.00,6,Rain,294
2010-8-4,24,18,13,14,12,9,100,68,38,1013,1010,1008,10,9,6,14,6,,0.00,3,Fog,211
2010-8-5,26,20,15,14,11,9,88,58,34,1010,1008,1007,10,10,10,19,11,,0.00,6,,129
2010-8-6,25,20,16,18,16,14,88,79,57,1015,1013,1010,10,10,6,13,8,,0.00,6,Rain,336
2010-8-7,24,21,18,16,15,13,88,74,50,1015,1014,1014,10,10,8,16,10,,0.00,6,Rain,342
2010-8-8,25,21,17,16,13,10,88,67,39,1015,1014,1013,10,10,10,11,6,23,0.00,6,Rain-Thunderstorm,283
2010-8-9,24,19,15,16,15,13,94,77,53,1016,1015,1013,10,9,2,19,6,,0.00,3,Fog-Rain,286
2010-8-10,26,20,15,16,13,11,94,65,39,1017,1016,1014,10,10,10,14,6,,0.00,4,Fog,199
2010-8-11,25,21,17,16,14,12,83,64,50,1014,1013,1012,10,10,10,19,8,,0.00,6,Rain,178
2010-8-12,25,21,17,17,16,14,94,79,50,1014,1012,1011,10,10,8,19,6,,0.00,6,Fog-Rain-Thunderstorm,7
2010-8-13,23,20,17,17,15,12,94,75,50,1018,1016,1013,10,10,6,13,8,,0.00,6,Rain,339
2010-8-14,19,17,16,17,16,15,94,91,78,1017,1016,1014,10,7,4,16,10,,0.00,6,Rain,313
2010-8-15,26,21,17,21,18,15,94,85,65,1017,1012,1008,10,8,5,24,8,,0.00,6,Rain-Thunderstorm,70
2010-8-16,23,19,16,18,14,11,94,72,47,1011,1010,1009,10,10,5,19,10,,0.00,5,Rain-Thunderstorm,198
2010-8-17,20,18,15,15,13,12,94,78,60,1009,1005,1003,10,10,10,26,10,,0.00,5,Rain,202
2010-8-18,22,18,14,15,13,12,94,79,57,1006,1005,1004,10,9,5,27,21,,0.00,5,Rain,242
2010-8-19,22,17,13,15,11,7,94,67,40,1019,1012,1006,10,10,10,27,14,,0.00,5,Rain-Thunderstorm,273
2010-8-20,25,18,12,12,11,8,94,61,36,1022,1021,1019,10,10,10,16,5,,0.00,6,Fog,192
2010-8-21,30,23,16,18,14,11,78,57,37,1022,1021,1019,,,,19,6,,0.00,,,203
2010-8-22,30,24,18,18,17,15,94,67,40,1019,1015,1011,10,10,10,27,8,,0.00,5,Fog-Rain,240
2010-8-23,24,21,18,19,18,17,94,83,65,1011,1005,1000,10,10,10,24,11,,0.00,6,Fog-Rain,196
2010-8-24,23,19,16,18,11,5,83,59,36,1009,1005,1001,10,10,10,34,21,52,0.00,3,,250
2010-8-25,20,17,14,10,9,6,72,60,48,1014,1012,1009,10,10,10,45,27,64,0.00,4,Rain,255
2010-8-26,17,16,14,15,13,10,94,85,72,1014,1010,1006,10,9,8,13,6,,0.00,6,Rain,171
2010-8-27,19,17,15,17,15,13,100,90,82,1005,1000,996,10,9,6,21,11,,0.00,6,Rain,25
2010-8-28,17,14,11,13,11,8,94,82,59,1012,1009,1004,10,10,8,27,13,52,0.00,5,Rain,289
2010-8-29,17,13,10,11,10,9,94,83,63,1012,1010,1006,10,10,9,29,14,,0.00,6,Rain,232
2010-8-30,14,12,10,11,9,7,94,84,63,1012,1007,1003,10,10,5,23,11,,0.00,6,Rain,274
2010-8-31,18,14,12,10,9,5,88,70,42,1018,1016,1013,10,10,10,23,13,40,0.00,3,Rain,340
2010-9-1,18,14,10,12,11,8,94,80,59,1018,1017,1015,10,10,10,21,10,,0.00,4,Rain,302
2010-9-2,17,13,11,12,11,10,94,86,63,1018,1016,1015,10,10,10,19,10,,0.00,5,Fog-Rain,300
2010-9-3,18,12,6,11,7,4,100,76,42,1020,1019,1018,10,8,0,13,5,,0.00,4,Fog,288
2010-9-4,18,13,8,11,8,5,94,80,42,1023,1020,1018,10,10,10,14,5,,0.00,5,Fog-Rain,9
2010-9-5,17,12,7,10,7,2,93,68,37,1025,1024,1023,10,10,10,19,8,,0.00,1,Fog-Rain,37
2010-9-6,17,11,6,9,6,4,93,68,42,1025,1022,1019,10,10,10,19,6,,0.00,3,Fog,43
2010-9-7,17,13,9,10,8,7,88,72,55,1019,1015,1013,10,10,10,29,11,,0.00,5,,75
2010-9-8,19,14,11,10,8,7,82,69,49,1014,1012,1010,10,10,10,37,24,55,0.00,6,,89
2010-9-9,15,14,13,14,12,10,94,86,72,1015,1012,1011,10,7,3,19,14,,0.00,6,Rain,106
2010-9-10,20,17,13,14,13,11,94,83,56,1021,1018,1015,10,9,3,24,11,,0.00,5,Fog-Rain,263
2010-9-11,22,16,10,14,11,9,100,75,46,1022,1021,1020,10,9,1,13,5,,0.00,2,Fog,180
2010-9-12,24,18,13,13,11,10,88,66,41,1020,1019,1017,10,10,10,13,6,,0.00,6,Fog,152
2010-9-13,18,14,12,15,13,10,94,85,68,1023,1020,1017,10,10,7,14,8,,0.00,5,Fog-Rain,288
2010-9-14,15,13,11,14,12,10,94,92,88,1023,1016,1009,10,7,4,26,13,,0.00,6,Fog-Rain,215
2010-9-15,18,14,12,14,10,6,94,72,45,1009,1006,1004,10,10,7,35,23,53,0.00,4,Rain,234
2010-9-16,17,13,9,10,7,4,93,66,42,1007,1005,1002,10,10,9,39,24,48,0.00,5,Rain,241
2010-9-17,16,13,10,10,8,5,94,74,55,1011,1008,1006,10,10,10,35,19,53,0.00,4,Rain,249
2010-9-18,15,12,9,9,7,5,88,75,55,1015,1013,1011,10,10,10,34,23,,0.00,4,Rain,258
2010-9-19,16,12,8,9,7,5,87,72,48,1016,1016,1015,10,10,10,26,16,,0.00,3,,247
2010-9-20,17,14,12,9,8,7,77,66,52,1016,1015,1014,10,10,10,21,13,,0.00,6,Rain,209
2010-9-21,18,14,10,11,11,8,94,76,63,1023,1019,1014,10,10,10,23,14,,0.00,4,Fog-Rain,278
2010-9-22,20,13,7,11,9,6,100,74,49,1025,1023,1020,10,9,4,13,5,,0.00,1,Fog,108
2010-9-23,23,17,11,12,11,9,88,69,46,1020,1014,1008,10,10,10,14,10,,0.00,,Fog,136
2010-9-24,24,18,13,15,13,11,88,71,53,1008,1003,1000,10,10,10,21,10,,0.00,4,,155
2010-9-25,16,13,11,14,12,10,100,91,82,1003,1001,999,10,8,0,14,6,,0.00,6,Fog-Rain,303
2010-9-26,12,11,11,11,11,10,100,96,94,1005,1004,1002,10,6,2,21,11,,0.00,7,Rain,278
2010-9-27,15,13,11,14,12,10,100,93,88,1005,1003,1002,10,7,3,16,11,,0.00,6,Rain,335
2010-9-28,13,11,9,11,9,7,94,89,82,1017,1011,1005,10,9,6,16,14,37,0.00,6,Rain,332
2010-9-29,12,10,8,7,7,6,93,80,67,1021,1019,1017,10,10,10,16,10,,0.00,6,Rain,342
2010-9-30,12,7,3,6,4,1,100,82,50,1021,1020,1019,10,10,10,8,5,,0.00,5,Fog,354
2010-10-1,12,7,3,5,3,2,100,79,58,1019,1018,1017,10,10,10,24,10,,0.00,3,Fog,75
2010-10-2,13,9,5,7,6,4,93,77,67,1018,1017,1017,10,10,6,26,18,42,0.00,5,,111
2010-10-3,17,12,8,11,8,6,87,76,63,1017,1015,1013,10,10,9,27,18,,0.00,2,,119
2010-10-4,18,13,9,10,8,6,82,70,56,1012,1010,1009,10,10,10,29,21,45,0.00,4,,118
2010-10-5,16,13,11,11,9,8,88,76,67,1013,1010,1008,10,10,10,24,19,,0.00,6,,111
2010-10-6,18,14,12,12,11,10,88,78,64,1019,1016,1013,10,10,10,24,18,,0.00,5,,124
2010-10-7,17,14,12,12,10,9,88,77,68,1025,1023,1019,10,10,10,21,13,,0.00,6,,109
2010-10-8,16,12,9,9,7,4,87,70,55,1027,1026,1025,,,,26,18,,0.00,,,92
2010-10-9,16,12,7,7,4,1,76,64,44,1027,1025,1023,,,,26,18,,0.00,,,82
2010-10-10,15,9,4,3,2,0,93,68,38,1023,1020,1018,10,10,10,23,11,,0.00,,Fog,52
2010-10-11,9,4,0,6,3,-1,100,91,76,1019,1019,1018,10,8,0,16,5,,0.00,5,Fog,21
2010-10-12,10,6,2,6,4,1,100,89,66,1020,1019,1018,10,7,0,13,3,,0.00,4,Fog,291
2010-10-13,13,7,0,5,2,-1,100,76,47,1020,1019,1017,10,9,2,11,3,,0.00,4,Fog,29
2010-10-14,11,6,0,8,4,0,100,87,71,1017,1014,1012,10,10,8,21,8,,0.00,6,Fog-Rain,271
2010-10-15,10,8,7,8,7,5,93,88,82,1012,1011,1008,10,10,5,13,10,,0.00,6,Fog-Rain,273
2010-10-16,8,7,5,7,6,4,100,93,87,1018,1011,1006,10,7,1,21,10,,0.00,6,Rain,49
2010-10-17,11,7,3,4,3,1,93,80,50,1023,1021,1018,10,10,10,16,11,,0.00,4,Rain,40
2010-10-18,10,4,-1,2,-1,-2,93,70,43,1023,1020,1015,10,10,10,13,5,,0.00,,Fog,198
2010-10-19,7,4,3,6,3,-1,93,87,70,1014,1006,1001,10,8,5,19,14,,0.00,6,Rain,205
2010-10-20,9,7,4,6,4,2,100,87,76,1007,1002,1000,10,9,5,39,16,58,0.00,6,Rain,255
2010-10-21,7,4,2,4,2,0,93,83,66,1017,1015,1007,10,10,10,37,26,55,0.00,5,Rain,261
2010-10-22,9,7,5,5,2,-1,87,73,61,1017,1016,1014,10,10,10,39,27,55,0.00,6,Rain,230
2010-10-23,11,6,2,3,2,1,93,73,54,1016,1010,1002,10,10,10,23,13,,0.00,6,Rain,194
2010-10-24,11,8,6,5,4,2,81,72,54,1010,1003,1000,10,10,10,45,23,71,0.00,6,Rain,229
2010-10-25,9,4,1,3,1,-1,93,78,50,1021,1017,1010,10,10,10,23,14,,0.00,4,,273
2010-10-26,9,4,1,3,1,-1,93,79,53,1028,1025,1021,10,10,10,19,13,,0.00,3,,282
2010-10-27,10,6,1,4,2,-1,87,74,54,1028,1024,1020,10,10,10,21,8,,0.00,5,Rain,187
2010-10-28,11,9,8,6,4,2,87,70,62,1020,1018,1018,10,10,10,32,13,,0.00,6,Rain,225
2010-10-29,14,10,7,6,5,3,87,70,51,1019,1015,1009,10,10,10,19,11,,0.00,6,,177
2010-10-30,15,11,7,5,4,2,76,64,51,1008,1006,1005,,,,19,13,,0.00,,,164
2010-10-31,12,9,6,6,4,3,93,74,58,1007,1006,1005,10,10,10,11,6,,0.00,,Fog,88
2010-11-1,11,8,5,7,6,3,93,86,76,1012,1009,1007,10,8,3,10,5,,0.00,6,Fog-Rain,358
2010-11-2,10,8,7,7,6,5,100,87,76,1014,1013,1012,10,5,0,19,8,,0.00,7,Fog-Rain,235
2010-11-3,14,11,9,10,7,5,88,78,63,1013,1010,1008,10,10,10,35,19,58,0.00,6,Rain,227
2010-11-4,16,12,9,13,11,7,94,87,76,1014,1012,1011,10,9,4,40,24,55,0.00,6,Rain,240
2010-11-5,16,13,11,12,11,9,94,83,72,1016,1014,1011,10,10,8,48,34,69,0.00,6,Rain,254
2010-11-6,10,7,3,8,7,3,100,91,81,1013,1009,1007,10,9,5,24,13,,0.00,5,Fog-Rain,279
2010-11-7,6,3,0,3,2,0,100,92,76,1010,1006,1000,10,7,0,10,5,,0.00,6,Fog,3
2010-11-8,3,2,2,2,2,1,100,93,87,999,990,982,10,9,6,16,10,,0.00,6,Rain,37
2010-11-9,5,4,2,3,2,0,93,88,81,985,983,981,10,10,5,14,8,,0.00,6,Fog,202
2010-11-10,10,5,0,6,3,0,100,86,71,996,990,985,10,6,0,16,8,,0.00,6,Fog-Rain,130
2010-11-11,8,6,4,6,3,0,93,80,61,1006,1000,987,10,10,5,32,21,50,0.00,6,Rain,226
2010-11-12,12,9,6,6,4,4,93,74,58,992,989,985,10,10,10,48,27,90,0.00,5,Rain,233
2010-11-13,12,10,9,10,8,6,94,88,76,999,995,991,10,10,10,32,18,,0.00,6,Rain,224
2010-11-14,18,14,10,10,9,8,94,77,55,1003,1000,999,10,9,8,32,13,,0.00,6,Rain,189
2010-11-15,13,10,8,8,5,3,76,68,54,1018,1012,1003,10,10,10,26,13,,0.00,6,Rain,289
2010-11-16,8,6,4,5,4,2,93,87,76,1022,1020,1018,10,10,5,32,11,50,0.00,7,Rain,29
2010-11-17,4,4,4,4,3,2,100,91,87,1020,1015,1011,10,9,4,21,16,39,0.00,6,Rain,44
2010-11-18,6,4,4,6,4,4,100,95,93,1011,1010,1010,8,5,1,14,10,,0.00,7,Rain,42
2010-11-19,7,6,5,5,4,3,93,87,76,1017,1014,1011,10,9,5,19,13,,0.00,6,Rain,228
2010-11-20,8,7,6,5,4,4,93,87,81,1017,1016,1016,10,10,10,8,5,,0.00,6,Rain,171
2010-11-21,7,4,3,5,3,2,100,92,76,1016,1013,1010,10,6,0,19,8,,0.00,5,Fog,57
2010-11-22,5,4,3,4,3,2,100,94,87,1010,1000,994,8,6,3,16,13,,0.00,7,Rain,14
2010-11-23,5,3,2,5,2,0,100,89,81,995,994,993,10,9,3,27,18,,0.00,6,Rain,282
2010-11-24,2,0,-1,1,-1,-4,100,91,80,1003,1000,995,10,9,2,23,18,,0.00,6,Rain-Snow,287
2010-11-25,3,-1,-4,-3,-4,-6,93,77,60,1004,1003,1002,10,10,10,19,11,,0.00,5,,276
2010-11-26,0,-1,-2,-2,-3,-5,93,85,69,1005,1003,1001,10,9,4,11,6,,0.00,6,Snow,339
2010-11-27,-1,-3,-5,-3,-4,-6,100,87,75,1009,1007,1005,10,9,7,11,6,,0.00,5,Snow,237
2010-11-28,0,-2,-5,-4,-4,-6,93,84,75,1011,1010,1009,10,10,8,27,10,,0.00,6,,78
2010-11-29,-1,-2,-2,-3,-4,-6,86,79,74,1013,1009,1007,10,10,7,26,19,,0.00,6,,40
2010-11-30,-2,-4,-7,-6,-10,-11,80,66,55,1019,1017,1014,10,10,10,23,14,,0.00,5,,56
2010-12-1,-7,-9,-10,-10,-13,-15,86,74,58,1019,1015,1008,10,9,2,39,27,55,0.00,5,Snow,65
2010-12-2,-8,-10,-12,-10,-11,-15,93,88,79,1009,1007,1006,10,6,1,24,18,47,0.00,6,Snow,106
2010-12-3,-4,-9,-13,-7,-10,-15,86,85,79,1013,1010,1008,10,9,4,16,11,,0.00,6,Snow,223
2010-12-4,-3,-7,-9,-7,-9,-11,93,82,74,1018,1016,1013,10,9,6,21,13,,0.00,5,Snow,194
2010-12-5,1,-2,-5,-1,-5,-8,93,77,56,1014,1006,1000,10,8,2,32,19,47,0.00,6,Snow,195
2010-12-6,2,0,-2,-1,-2,-3,93,85,80,1004,1002,1000,10,10,10,23,13,,0.00,6,Snow,219
2010-12-7,-1,-3,-5,-2,-4,-5,100,96,93,1008,1006,1004,6,3,1,14,6,,0.00,7,Fog-Snow,60
2010-12-8,-2,-3,-3,-3,-3,-4,100,91,86,1008,1006,1002,8,4,1,21,11,,0.00,6,Snow,31
2010-12-9,0,-2,-5,-1,-3,-6,100,90,80,1016,1010,1004,10,8,1,24,18,39,0.00,6,Snow,283
2010-12-10,0,-2,-5,-1,-4,-7,93,87,80,1025,1021,1016,10,10,5,21,13,,0.00,5,Snow,270
2010-12-11,5,2,0,4,2,-1,100,90,76,1015,1005,1002,10,7,2,34,24,53,0.00,6,Rain-Snow,266
2010-12-12,4,0,-3,2,-2,-7,93,85,69,1017,1008,1001,10,9,6,26,19,42,0.00,6,Rain-Snow,331
2010-12-13,-1,-3,-5,-4,-6,-8,93,85,74,1019,1018,1017,10,10,10,16,13,,0.00,4,Snow,303
2010-12-14,-1,-2,-3,-2,-4,-6,93,86,74,1022,1021,1019,10,8,1,23,11,40,0.00,6,Snow,329
2010-12-15,-1,-4,-7,-3,-5,-9,93,88,80,1022,1020,1019,10,6,2,19,13,,0.00,6,Snow,7
2010-12-16,-3,-6,-7,-5,-7,-9,93,84,69,1020,1007,994,10,8,1,27,14,,0.00,6,Snow,193
2010-12-17,-3,-4,-5,-4,-5,-6,93,92,86,998,994,992,10,5,2,21,13,,0.00,6,Snow,177
2010-12-18,-3,-7,-11,-6,-8,-13,93,88,74,1004,1002,998,10,7,3,13,6,,0.00,4,Fog-Snow,140
2010-12-19,-6,-10,-13,-7,-11,-15,93,90,85,1004,1000,992,10,6,1,14,5,,0.00,5,Fog-Snow,69
2010-12-20,-5,-7,-8,-6,-8,-10,93,90,86,1009,1000,989,10,7,2,27,14,,0.00,6,Snow,285
2010-12-21,-5,-8,-11,-6,-9,-12,93,91,86,1010,1008,1007,10,7,4,13,6,,0.00,4,Fog-Snow,67
2010-12-22,-1,-6,-9,-2,-6,-10,100,91,86,1010,1008,1005,5,4,2,19,11,,0.00,7,Rain-Snow,61
2010-12-23,1,0,-1,1,-1,-2,100,97,93,1005,1002,1000,3,2,0,19,13,,0.00,7,Fog-Rain,47
2010-12-24,0,-1,-2,0,-1,-4,100,95,86,1006,1002,1000,10,5,1,21,11,39,0.00,7,Fog-Rain-Snow,360
2010-12-25,-3,-6,-7,-4,-7,-9,93,88,80,1021,1015,1007,10,7,2,19,16,35,0.00,7,Snow,325
2010-12-26,-5,-8,-10,-7,-10,-12,93,85,79,1024,1023,1020,10,10,9,21,13,,0.00,5,Snow,258
2010-12-27,-2,-3,-5,-3,-5,-7,100,90,86,1021,1019,1018,10,6,1,19,11,,0.00,7,Snow,232
2010-12-28,-4,-7,-8,-5,-8,-9,93,92,86,1029,1025,1019,10,8,4,11,8,,0.00,6,Snow,44
2010-12-29,-7,-8,-10,-8,-9,-11,100,92,86,1029,1028,1027,10,6,1,10,5,,0.00,6,Snow,353
2010-12-30,-5,-10,-14,-6,-11,-16,100,91,85,1028,1025,1021,4,2,1,13,6,,0.00,7,Fog-Snow,247
2010-12-31,2,-2,-5,1,-1,-5,100,96,87,1021,1019,1017,10,8,3,26,13,,0.00,7,,270
2011-1-1,4,2,1,1,-1,-2,93,83,75,1016,1012,1009,10,10,9,39,27,50,0.00,6,Rain,273
2011-1-2,2,0,-2,-2,-2,-4,93,83,75,1018,1016,1013,10,10,10,21,14,,0.00,5,,288
2011-1-3,-1,-3,-4,-2,-3,-5,100,89,80,1020,1020,1018,10,10,9,16,10,,0.00,6,,283
2011-1-4,0,-2,-5,-1,-3,-7,93,88,80,1020,1018,1018,10,8,2,13,10,,0.00,7,Snow,207
2011-1-5,-3,-6,-7,-7,-9,-10,86,77,64,1018,1015,1009,10,10,10,21,13,,0.00,4,,172
2011-1-6,4,-1,-6,3,-2,-9,93,85,69,1008,1002,998,10,9,3,23,18,39,0.00,7,Rain-Snow,169
2011-1-7,6,4,3,5,2,0,93,87,75,1012,1007,998,10,10,5,34,18,50,0.00,6,Rain,183
2011-1-8,10,7,4,6,5,3,100,87,71,1008,1007,1006,10,8,4,24,10,,0.00,6,Rain,183
2011-1-9,9,4,1,6,3,0,93,85,76,1017,1009,1005,10,9,4,23,14,,0.00,6,Rain,230
2011-1-10,5,2,-2,0,-1,-3,93,81,65,1024,1022,1017,10,10,10,16,10,,0.00,4,,222
2011-1-11,3,0,-2,1,-1,-4,93,89,81,1020,1012,1008,10,7,5,19,13,,0.00,6,,137
2011-1-12,5,4,3,3,1,-1,93,79,70,1015,1011,1007,10,10,6,32,19,,0.00,6,Rain,237
2011-1-13,8,4,3,7,4,2,100,94,93,1010,1008,1007,10,6,2,16,8,,0.00,6,Rain,225
2011-1-14,11,9,8,10,8,8,100,91,82,1010,1008,1007,10,8,3,27,18,,0.00,6,Rain,249
2011-1-15,10,8,7,8,6,3,93,83,71,1022,1017,1008,10,10,10,26,21,42,0.00,6,Rain,252
2011-1-16,10,8,6,6,4,4,93,79,66,1024,1023,1021,10,10,10,21,13,,0.00,5,Rain,215
2011-1-17,9,6,3,4,3,2,93,84,66,1024,1022,1020,10,10,10,11,6,,0.00,4,,184
2011-1-18,7,4,2,5,3,1,93,82,76,1023,1021,1019,10,10,10,19,10,,0.00,6,Rain,280
2011-1-19,4,3,2,2,2,0,100,92,81,1025,1024,1023,10,10,6,11,6,,0.00,6,Rain,289
2011-1-20,2,1,-1,1,-1,-4,93,84,70,1031,1027,1024,10,9,4,13,8,,0.00,6,Rain-Snow,343
2011-1-21,0,-1,-1,-1,-3,-4,93,87,75,1033,1032,1031,10,8,5,14,10,,0.00,6,Snow,302
2011-1-22,1,-1,-3,0,-3,-4,100,86,75,1033,1030,1026,10,9,5,16,10,,0.00,6,,257
2011-1-23,1,0,-1,0,-1,-2,100,91,87,1026,1023,1022,10,9,4,21,10,,0.00,6,Snow,313
2011-1-24,3,1,0,2,0,-1,100,95,87,1022,1020,1014,10,5,1,21,8,,0.00,6,Rain-Snow,245
2011-1-25,4,2,1,2,1,0,100,92,87,1014,1005,1001,10,9,6,26,19,,0.00,6,Rain-Snow,252
2011-1-26,2,0,-2,1,-1,-4,100,93,80,1016,1008,1003,10,8,1,14,10,,0.00,6,Rain-Snow,332
2011-1-27,0,-2,-3,-3,-4,-7,93,77,60,1026,1021,1016,10,10,10,16,8,,0.00,5,Snow,10
2011-1-28,1,-2,-5,-3,-5,-7,93,82,70,1029,1028,1027,10,10,10,13,6,,0.00,4,,52
2011-1-29,2,-2,-7,-4,-6,-8,93,81,60,1026,1023,1020,10,8,7,13,6,,0.00,,Fog,92
2011-1-30,0,-4,-8,-2,-4,-9,100,90,75,1025,1022,1020,10,7,2,10,3,,0.00,6,Fog-Snow,330
2011-1-31,-3,-6,-7,-4,-6,-8,100,94,86,1026,1025,1024,10,7,2,11,3,,0.00,7,Fog-Snow,290
2011-2-1,-3,-4,-5,-5,-6,-7,93,89,80,1026,1024,1022,7,6,5,19,11,,0.00,6,Snow,250
2011-2-2,1,-2,-4,1,-1,-5,100,94,86,1027,1025,1023,10,5,2,23,18,,0.00,6,Rain,242
2011-2-3,4,1,-1,2,0,-2,93,88,81,1023,1021,1020,10,9,5,26,16,,0.00,5,Rain,235
2011-2-4,8,4,1,6,2,-1,93,83,75,1022,1014,1010,10,10,7,39,24,60,0.00,6,Rain-Snow,228
2011-2-5,10,9,8,7,6,5,87,81,71,1014,1011,1009,10,9,6,53,37,77,0.00,6,Rain,249
2011-2-6,10,9,9,8,7,4,93,88,71,1018,1016,1014,10,7,4,34,29,,0.00,7,Rain,256
2011-2-7,9,7,6,4,2,-1,76,68,50,1019,1015,1009,10,10,10,34,26,,0.00,6,Rain,231
2011-2-8,9,4,0,2,-1,-2,87,64,50,1022,1017,1009,10,10,10,37,27,63,0.00,4,,271
2011-2-9,3,0,-2,0,-2,-3,93,85,70,1025,1024,1023,10,10,10,16,10,,0.00,5,,291
2011-2-10,7,3,-1,4,-1,-3,93,76,61,1024,1017,1009,10,10,10,21,10,,0.00,6,Rain,181
2011-2-11,6,3,1,6,2,-4,100,83,66,1014,1008,1006,10,9,3,27,16,58,0.00,5,Rain,284
2011-2-12,2,0,-2,-3,-7,-9,75,60,44,1024,1021,1015,10,10,10,23,11,,0.00,4,,53
2011-2-13,2,1,0,-4,-6,-8,70,61,55,1019,1016,1015,10,10,9,26,23,,0.00,7,Snow,105
2011-2-14,1,-1,-2,-6,-9,-12,69,53,38,1016,1015,1013,10,10,10,34,27,48,0.00,7,,96
2011-2-15,1,-2,-4,-9,-10,-12,64,52,44,1013,1008,1006,10,10,10,35,27,50,0.00,6,,99
2011-2-16,3,0,-2,-6,-8,-11,69,58,47,1007,1006,1005,10,10,10,24,21,,0.00,6,,101
2011-2-17,-1,-2,-2,-6,-7,-7,74,69,64,1013,1009,1006,10,10,9,26,18,,0.00,6,,63
2011-2-18,-1,-2,-3,-5,-6,-6,80,76,69,1019,1016,1013,10,9,6,13,10,,0.00,7,Snow,20
2011-2-19,-2,-3,-3,-6,-7,-9,80,70,59,1024,1021,1019,10,10,7,23,11,,0.00,6,Snow,35
2011-2-20,-2,-4,-7,-9,-11,-12,74,62,51,1025,1024,1023,10,10,10,24,16,,0.00,6,,57
2011-2-21,-4,-7,-8,-10,-12,-14,74,63,50,1026,1025,1023,10,10,10,23,13,,0.00,5,Snow,74
2011-2-22,-5,-9,-12,-13,-13,-14,85,65,54,1028,1024,1023,9,9,9,19,14,,0.00,,,73
2011-2-23,-4,-8,-12,-13,-14,-16,85,62,43,1031,1030,1028,10,9,8,16,8,,0.00,1,,102
2011-2-24,0,-5,-10,-12,-14,-16,73,55,30,1033,1030,1029,9,9,8,23,16,,0.00,,,110
2011-2-25,1,-4,-9,-10,-12,-15,79,59,30,1035,1033,1031,9,7,5,23,14,,0.00,,,112
2011-2-26,6,-1,-8,-6,-8,-11,80,62,39,1031,1023,1016,9,8,5,26,18,,0.00,,,115
2011-2-27,5,0,-5,-4,-6,-7,86,67,49,1019,1015,1013,10,9,6,23,16,,0.00,5,,102
2011-2-28,10,5,0,0,-2,-4,81,67,50,1032,1026,1019,10,7,4,16,10,,0.00,3,,75
2011-3-1,6,1,-3,-4,-5,-6,86,66,46,1039,1036,1032,9,6,5,23,11,,0.00,,,57
2011-3-2,6,1,-4,-4,-6,-11,93,64,29,1039,1038,1036,10,7,4,23,10,,0.00,3,,45
2011-3-3,7,1,-4,-5,-9,-14,75,49,24,1036,1034,1032,9,7,6,19,10,,0.00,,,45
2011-3-4,6,0,-6,-4,-7,-11,93,66,29,1034,1031,1027,8,5,3,13,5,,0.00,1,Fog,314
2011-3-5,6,1,-4,0,-3,-6,100,81,57,1027,1023,1020,10,7,2,21,11,,0.00,5,,284
2011-3-6,6,0,-6,-4,-9,-16,93,56,19,1035,1028,1023,,,,21,10,37,0.00,,,340
2011-3-7,5,-2,-9,-5,-11,-16,93,52,23,1039,1037,1035,,,,14,5,,0.00,,,143
2011-3-8,9,3,-3,-11,-13,-15,47,31,17,1035,1028,1020,,,,21,11,,0.00,,,148
2011-3-9,14,7,0,3,-2,-10,81,55,38,1019,1014,1010,10,10,10,35,16,50,0.00,6,Rain,227
2011-3-10,12,7,2,2,1,-2,87,63,41,1014,1011,1007,10,10,10,37,18,50,0.00,6,Rain,231
2011-3-11,10,7,3,4,1,-3,81,63,40,1016,1012,1006,10,10,10,39,24,61,0.00,5,Rain,258
2011-3-12,13,7,1,2,1,-1,93,65,41,1017,1013,1007,,,,16,8,,0.00,,,156
2011-3-13,17,10,4,3,2,0,81,58,34,1008,1007,1005,,,,13,5,,0.00,,,120
2011-3-14,11,9,7,9,7,3,94,86,62,1020,1014,1009,10,5,3,10,3,,0.00,6,Rain,295
2011-3-15,10,8,6,8,5,2,93,81,71,1023,1022,1020,10,5,3,24,11,,0.00,6,Rain,56
2011-3-16,7,4,3,4,2,-1,93,81,70,1022,1017,1012,10,8,5,37,26,39,0.00,6,Rain,67
2011-3-17,6,4,3,4,3,2,100,92,81,1012,1008,1006,10,6,2,29,21,,0.00,7,Rain,44
2011-3-18,4,3,2,4,2,1,100,92,87,1023,1016,1009,10,7,2,24,13,,0.00,7,Rain,294
2011-3-19,10,5,0,2,-1,-8,93,68,30,1032,1029,1023,10,10,10,21,11,,0.00,4,,311
2011-3-20,6,2,-1,1,-1,-3,100,84,66,1034,1033,1032,10,9,3,14,6,,0.00,5,Fog,283
2011-3-21,12,4,-3,0,-2,-3,100,67,35,1036,1034,1034,10,10,10,21,6,,0.00,,Fog,254
2011-3-22,15,8,0,5,2,-2,87,67,48,1035,1034,1033,10,10,10,24,8,,0.00,2,,276
2011-3-23,12,7,3,4,1,-2,93,64,38,1038,1036,1035,10,10,10,16,11,,0.00,5,,294
2011-3-24,16,9,3,4,2,-2,87,61,39,1035,1030,1025,10,10,10,29,14,47,0.00,3,,288
